"id";"title";"produced";"length";"premiere";"watchlink";"imdblink";"cover"
"2";"Afrikai vőlegény";"1944";"80";"1944.01.31";"https://m.ok.ru/video/3496484211284";"https://www.imdb.com/title/tt0036587/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_Afrikai";"afrikaivolegeny.jpg"
"3";"Akit elkap az ár";"1941";"";"1942.01.15";"https://www.hangosfilm.hu/filmografia/akit-elkap-az-ar";"https://www.imdb.com/title/tt0881199/";"akitelkapazar.jpg"
"4";"Alkalom";"1942";"76";"1942.10.26";"https://videa.hu/videok/film-animacio/alkalom-1942-teljes-film-animacio-WkHCCMIU8AJRRhXO";"https://www.imdb.com/title/tt0034447/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_Alkalom";"alkalom.jpg"
"5";"András";"1941";"";"1941.04.29";"https://videa.hu/videok/film-animacio/andras-film-animacio-aFLbs9IAf0Bp75UV";"https://www.imdb.com/title/tt0033341/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_Andr%25C3%25A1s";"andras.jpg"
"6";"Annamária";"1942";"84";"1943.02.01";"https://port.hu/adatlap/film/tv/annamaria-annamaria/movie-37490";"https://www.imdb.com/title/tt0034462/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_Annam%25C3%25A1ria";"annamaria.jpg"
"7";"Az aranyember";"1936";"97";"1936.12.18";"https://videa.hu/videok/film-animacio/az-aranyember-1918-AKiMIKJGGZ2mwHe5";"https://www.imdb.com/title/tt0055758/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_Az%2520aranyember";"azaranyember.jpg"
"8";"Azurexpress";"1938";"70";"1938.10.14";"https://m.ok.ru/video/4062756014689";"https://www.imdb.com/title/tt0029890/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_Azurexpress";"azurexpress.jpg"
"9";"Áll a bál";"1939";"97";"1939.09.28";"https://m.ok.ru/video/4330828597857";"https://www.imdb.com/title/tt0128862/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_%25C3%2581ll%2520a%2520b%25C3%25A1l";"allabal.jpg"
"10";"Álomkeringő";"1942";"86";"1943.02.11";"https://m.ok.ru/video/2599531252310";"https://www.imdb.com/title/tt0035594/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_%25C3%2581lomkering%25C5%2591";"alomkeringo.jpg"
"11";"Bajtársak";"1942";"79";"1942.12.01";"https://m.ok.ru/video/1607273548306";"https://www.imdb.com/title/tt0244418/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_Bajt%25C3%25A1rsak";"bajtarsak.jpg"
"12";"Balkezes angyal";"1940";"77";"1941.04.12";"https://m.ok.ru/video/2347147397716";"https://www.imdb.com/title/tt0954320/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_Balkezes%2520Angyal";"balkezesangyal.jpg"
"13";"Beáta és az ördög";"1940";"89";"1941.05.07";"https://m.ok.ru/video/1585641818642";"https://www.imdb.com/title/tt0032248/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_Be%25C3%25A1ta%2520%25C3%25A9s%2520az%2520%25C3%25B6rd";"beataordog.jpg"
"14";"Behajtani tilos!";"1941";"81";"1942.02.12";"https://m.ok.ru/video/2347147922004";"https://www.imdb.com/title/tt0123445/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_behajtani%2520tilos";"behajtanitilos.jpg"
"15";"Bercsényi huszárok";"1939";"73";"1940.01.04";"https://m.ok.ru/video/2599613827670";"https://www.imdb.com/title/tt0385545/?ref_=nv_sr_srsg_0_tt_2_nm_6_in_0_q_bercs%25C3%25A9nyi%2520hus";"huszarok.jpg"
"16";"A beszélő köntös";"1941";"84";"1942.02.21";"https://m.ok.ru/video/7598912637650";"https://www.imdb.com/title/tt0064082/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_besz%25C3%25A9l%25C5%2591%2520";"beszelokontos.jpg"
"17";"Bob herceg";"1941";"82";"1941.11.20";"https://m.ok.ru/video/3908752378465";"https://www.imdb.com/title/tt0033410/?ref_=nv_sr_srsg_0_tt_6_nm_0_in_0_q_bob%2520a%2520herceg";"bobherceg.jpg"
"18";"Boldoggá teszlek";"1944";"73";"";"https://m.ok.ru/video/3539635735058";"https://www.imdb.com/title/tt0149914/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_boldogg%25C3%25A1%2520teszle";"boldoggateszlek.jpg"
"19";"A bor";"1933";"106";"1933.09.28";"https://nfi.hu/filmarchivum/kutatasoktatas/hungarika-kutatas-1/120-most-wanted/hangosfilm/a-bor.html";"https://www.imdb.com/title/tt0240384/?ref_=fn_all_ttl_1";"abor.jpg"
"20";"Borcsa Amerikában";"1938";"78";"1938.08.16";"https://m.ok.ru/video/3539566397970";"https://www.imdb.com/title/tt0029936/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_borcsa%2520amerik%25C3%25A1ban";"borcsa.jpg"
"21";"Bűnös vagyok";"1941";"97";"1942.06.03";"https://videa.hu/videok/film-animacio/bunos-vagyok.avi-film-animacio-EVdCkiR5CNVcuaI3";"https://www.imdb.com/title/tt0033443/?ref_=nv_sr_srsg_3_tt_8_nm_0_in_0_q_b%25C5%25B1n%25C3%25B6s%2520vagyok";"bunosvagyok.jpg"
"22";"Café Moszkva";"1935";"68";"1936.02.13";"https://videa.hu/videok/film-animacio/cafe-moszkva-film-animacio-3elHKUmyBiGj8Tqg";"https://www.imdb.com/title/tt0027412/?ref_=nv_sr_srsg_0_tt_4_nm_0_in_0_q_Caf%25C3%25A9%2520moszkva";"cafemoskva.jpg"
"23";"Címzett ismeretlen";"1935";"81";"1935.12.21";"https://www.youtube.com/watch?v=CGlqGvsNYX4";"https://www.imdb.com/title/tt0142206/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_c%25C3%25ADmzett%2520ismeretlen";"cimzettismeretlen.jpg"
"24";"Csalódás";"1942";"77";"1943.03.26";"https://www.mafab.hu/movies/csalodas-261140.html";"https://www.imdb.com/title/tt0034624/?ref_=nv_sr_srsg_5_tt_8_nm_0_in_0_q_csal%25C3%25B3d%25C3%25A1s";"csalodas.jpg"
"25";"Csákó és kalap";"1941";"57";"1941.08.21";"https://nava.hu/id/355182/";"https://www.imdb.com/title/tt0905983/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_cs%25C3%25A1k%25C3%25B3%2520%25C3%25A9s%2520ka";"csakokalap.jpg"
"26";"Cserebere";"1940";"81";"1940.11.13";"https://m.ok.ru/video/3539634227730";"https://www.imdb.com/title/tt0417557/?ref_=nv_sr_srsg_6_tt_8_nm_0_in_0_q_cserebere";"cserebere.jpg"
"27";"Csókolj meg, édes!";"1932";"102";"1932.03.05";"https://filmhiradokonline.hu/watch.php?id=82";"https://www.imdb.com/title/tt0022795/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_cs%25C3%25B3kolj%2520meg%2520%25C3%25A9des";"csokoljedes.jpg"
"28";"Dankó Pista";"1940";"88";"1941.01.16";"https://www.youtube.com/watch?v=AwasvCTWH2E";"https://www.imdb.com/title/tt0032381/?ref_=fn_all_ttl_1";"dankopista.jpg"
"29";"Döntő pillanat";"1938";"68";"1938.03.20";"https://www.youtube.com/watch?v=sVh9T6fO7HA";"https://www.imdb.com/title/tt0030095/?ref_=nv_sr_srsg_2_tt_4_nm_0_in_0_q_d%25C3%25B6nt%25C5%2591%2520pillanat";"dontopillanat.jpg"
"30";"dr. Kovács István";"1941";"94";"1942.04.04";"https://m.ok.ru/video/2707570821650";"https://www.imdb.com/title/tt0033556/?ref_=nv_sr_srsg_0_tt_1_nm_7_in_0_q_dr.%2520kov%25C3%25A1cs";"dr.jpg"
"31";"Duna-parti randevú";"1936";"64";"1936.12.23";"https://www.youtube.com/watch?v=l2QohcXjoEU";"https://www.imdb.com/title/tt0027557/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_duna-parti%2520rand";"dprndi.jpg"
"32";"Egy asszony visszanéz";"1941";"109";"1942.12.01";"https://m.ok.ru/video/4625438804564";"https://www.imdb.com/title/tt0033569/?ref_=nv_sr_srsg_3_tt_8_nm_0_in_0_q_egy%2520asszo";"asszonyvisszanez.jpg"
"33";"Egy csók és más semmi";"1940";"69";"1941.01.15";"https://m.ok.ru/video/2599745882710";"https://www.imdb.com/title/tt0032434/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_egy%2520cs%25C3%25B3k%2520%25C3%25A9s%2520m%25C3%25A1s%2520";"egycsok.jpg"
"34";"Egy éj Velencében";"1933";"69";"1934.01.12";"https://m.ok.ru/video/2599745751638";"https://www.imdb.com/title/tt0023978/?ref_=nv_sr_srsg_0_tt_5_nm_0_in_0_q_egy%2520%25C3%25A9j%2520velenc%25C3%25A9ben";"egyejvelenceben.jpg"
"35";"Egy éjszaka Erdélyben";"1941";"79";"1941.11.19";"https://www.youtube.com/watch?v=2Kd4lCXgGoM";"https://www.imdb.com/title/tt0033571/?ref_=nv_sr_srsg_1_tt_8_nm_0_in_0_q_egy%2520%25C3%25A9jszaka%2520er";"ejszakaerdelyben.jpg"
"36";"Egy lány elindul";"1937";"72";"1937.12.23";"https://m.ok.ru/video/1499598031378";"https://www.imdb.com/title/tt0028821/?ref_=nv_sr_srsg_5_tt_8_nm_0_in_0_q_egy%2520l%25C3%25A1ny%2520e";"egylanyelindul.jpg"
"37";"Egy szoknya, egy nadrág";"1943";"75";"1943.04.21";"https://www.youtube.com/watch?v=UgSi2Fx5QvE";"https://www.imdb.com/title/tt0123289/?ref_=nv_sr_srsg_0_tt_4_nm_0_in_0_q_egy%2520szoknya";"szoknyanadrag.jpg"
"38";"Eladó birtok";"1940";"75";"1941.01.03";"https://videa.hu/videok/film-animacio/elado-birtok-1940-film-animacio-jsfDfI32BY7jMUM3";"https://www.imdb.com/title/tt0032435/?ref_=nv_sr_srsg_4_tt_8_nm_0_in_0_q_elad%25C3%25B3%2520";"eladobirtok.jpg"
"39";"Elkésett levél";"1940";"68";"1941.03.20";"https://videa.hu/videok/film-animacio/elkesett-level-1940-teljes.avi-film-animacio-0IEMZQEtD8cWV57m";"https://www.imdb.com/title/tt0240479/?ref_=nv_sr_srsg_0_tt_4_nm_4_in_0_q_elk%25C3%25A9sett%2520le";"elkesettlevel.jpg"
"40";"Az ellopott szerda";"1933";"73";"1933.12.29";"https://m.ok.ru/video/1585598892562";"https://www.imdb.com/title/tt0144891/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_az%2520ellopott%2520s";"azelopottszerda.jpg"
"41";"Elnémult harangok";"1940";"91";"1941.02.27";"https://videa.hu/videok/film-animacio/elnemult-harangok-1940.mp4-film-animacio-BFT9p2Us2N161k6V";"https://www.imdb.com/title/tt1930333/?ref_=nv_sr_srsg_0_tt_4_nm_0_in_0_q_eln%25C3%25A9mult%2520ha";"elnemultharang.jpg"
"43";"Erdélyi kastély";"1940";"71";"1940.03.07";"https://m.ok.ru/video/4839212714605";"https://www.imdb.com/title/tt0032444/?ref_=nv_sr_srsg_0_tt_1_nm_7_in_0_q_erd%25C3%25A9lyi%2520ka";"erdelyikastely.jpg"
"44";"Erzsébet királyné";"1940";"89";"1940.09.05";"https://m.ok.ru/video/7415289219681";"https://www.imdb.com/title/tt0032446/?ref_=nv_sr_srsg_0_tt_6_nm_2_in_0_q_erzs%25C3%25A9bet%2520kir";"erzsebetkralyne.jpg"
"45";"Európa nem válaszol";"1941";"93";"1941.03.19";"https://indavideo.hu/video/Europa_nem_valaszol_-_1941";"https://www.imdb.com/title/tt0033580/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_eur%25C3%25B3pa%2520nem%2520v%25C3%25A1";"europanemvalaszol.jpg"
"46";"Ez a villa eladó";"1935";"75";"1935.04.10";"https://m.ok.ru/video/2599855917654";"https://www.imdb.com/title/tt0026329/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_ez%2520a%2520villa%2520el";"villaelado.jpg"
"47";"Ez történt Budapesten";"1944";"84";"1944.06.05";"https://m.ok.ru/video/1247864162852";"https://www.imdb.com/title/tt0035851/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_ez%2520t%25C3%25B6rt%25C3%25A9nt%2520buda";"budapet.jpg"
"48";"Édes ellenfél";"1941";"81";"1941.05.22";"https://www.youtube.com/watch?v=Tdwc_dA_qqk";"https://www.imdb.com/title/tt0404569/?ref_=nv_sr_srsg_0_tt_2_nm_6_in_0_q_%25C3%25A9des%2520ellen";"edesellenfel.jpg"
"49";"Éjféli gyors";"1942";"66";"1943.06.25";"https://videa.hu/videok/film-animacio/ejfeli-gyors.-1942.-66-perc.-magyar-filmdrama-9drHtBJaLHV8mhQK";"https://www.imdb.com/title/tt0159844/?ref_=nv_sr_srsg_0_tt_4_nm_0_in_0_q_%25C3%25A9jf%25C3%25A9li%2520gyors";"ejfeligyors.jpg.png"
"50";"Éjfélre kiderül";"1942";"76";"1942.08.13";"https://m.ok.ru/video/7680943065833";"https://www.imdb.com/title/tt0132648/?ref_=nv_sr_srsg_2_tt_8_nm_0_in_0_q_%25C3%25A9jf%25C3%25A9lre%2520";"ejfelrekiderul.jpg"
"51";"Az éjszaka lánya";"1942";"77";"1943.03.16";"https://m.ok.ru/video/9019523730017";"https://www.imdb.com/title/tt0035596/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_az%2520%25C3%25A9jszaka%2520l%25C3%25A1ny";"azejszakalanya.jpg"
"52";"Életre ítéltek!";"1941";"93";"1941.11.17";"https://videa.hu/videok/film-animacio/eletre-iteltek-1941-teljes.avi-film-animacio-9K6drKXNVEcF66BG";"https://www.imdb.com/title/tt0034418/?ref_=nv_sr_srsg_4_tt_5_nm_1_in_0_q_%25C3%25A9letre%2520%25C3%25ADt%25C3%25A9llek";"eletreiteltek.jpg"
"53";"Az én lányom nem olyan";"1937";"78";"1937.11.14";"https://m.ok.ru/video/2599531383382";"https://www.imdb.com/title/tt0029825/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_az%2520%25C3%25A9n%2520l%25C3%25A1nyom%2520nem%2520olyan";"azenlanyom.jpg"
"54";"És a vakok látnak";"1943";"81";"1944.03.30";"https://m.ok.ru/video/2081647888914";"https://www.imdb.com/title/tt0243684/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_%25C3%25A9s%2520a%2520vakok%2520l%25C3%25A1tnak";"esavakok.jpg"
"55";"Fekete gyémántok";"1938";"77";"1938.04.14";"https://m.ok.ru/video/2599854541398";"https://www.imdb.com/title/tt0030125/?ref_=nv_sr_srsg_1_tt_5_nm_0_in_0_q_fekete%2520gy%25C3%25A9m%25C3%25A1ntok";"gyemant.jpg"
"56";"Féltékenység";"1943";"68";"1943.09.23";"https://videa.hu/videok/film-animacio/feltekenyseg-film-animacio-THO4HtxVcVSNk8m4";"https://www.imdb.com/title/tt1177910/?ref_=nv_sr_srsg_3_tt_8_nm_0_in_0_q_f%25C3%25A9lt%25C3%25A9kenys%25C3%25A9g";"feltekenyseg.jpg"
"57";"Fény és árnyék";"1943";"91";"1943.12.22";"https://m.ok.ru/video/2599853623894";"https://www.imdb.com/title/tt0130722/?ref_=nv_sr_srsg_2_tt_8_nm_0_in_0_q_f%25C3%25A9ny%2520%25C3%25A9s%2520";"fenyarnyek.jpg"
"58";"Férfihűség";"1942";"95";"1942.10.23";"https://videa.hu/videok/film-animacio/ferfihuseg-1942.mp4-film-animacio-xRBcU7cLIspo6sFr";"https://www.imdb.com/title/tt0034763/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_f%25C3%25A9rfih%25C5%25B1s%25C3%25A9g";"ferfihuseg.jpg"
"59";"A férfi mind őrült";"1937";"83";"1937.09.29";"https://m.ok.ru/video/79647869538";"https://www.imdb.com/title/tt0028912/?ref_=nv_sr_srsg_1_tt_7_nm_0_in_0_q_a%2520f%25C3%25A9rfi%2520mind%2520";"orultferfi.jpg"
"60";"Fizessen nagysád!";"1937";"65";"1937.03.11";"https://m.ok.ru/video/3553036077604";"https://www.imdb.com/title/tt0028877/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_fizessen%2520nagys%25C3%25A1d";"nagysad.jpg"
"61";"Fráter Lóránd";"1942";"62";"1942.05.06";"https://m.ok.ru/video/3539635931666";"https://www.imdb.com/title/tt0034761/?ref_=nv_sr_srsg_0_tt_2_nm_6_in_0_q_fr%25C3%25A1ter%2520l%25C3%25B3r%25C3%25A1nd";"frater.jpg"
"62";"Fűszer és csemege";"1940";"74";"1940.01.29";"https://m.ok.ru/video/2347405281876";"https://www.imdb.com/title/tt0031356/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_f%25C5%25B1szer%2520%25C3%25A9s%2520";"fuszer.jpg"
"63";"Gentryfészek";"1941";"75";"1942.09.11";"https://port.hu/adatlap/film/tv/dzsentrifeszek-dzsentrifeszek/movie-37841";"https://www.imdb.com/title/tt0418701/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_gentryf%25C3%25A9szek";"Gentryfeszek.jpg"
"64";"Gorodi fogoly";"1940";"62";"1940.11.07";"https://m.ok.ru/video/1720348314130";"https://www.imdb.com/title/tt0457921/?ref_=nv_sr_srsg_1_tt_7_nm_1_in_0_q_gorodi%2520";"Gorodi fogoly.jpg"
"65";"Göre Gábor visszatér";"1940";"75";"1940.03.13";"https://m.ok.ru/video/2388844808801";"https://www.imdb.com/title/tt0241512/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_g%25C3%25B6re%2520g%25C3%25A1bor%2520visszat%25C3%25A9r";"Gore Gabor visszater.jpg"
"66";"Gül baba";"1940";"105";"1940.04.11";"https://videa.hu/videok/film-animacio/gul-baba-huszka-jeno-daljatekanak-film-animacio-C07vaNOhYHXBjbaD";"https://www.imdb.com/title/tt0032562/?ref_=nv_sr_srsg_0_tt_7_nm_1_in_0_q_g%25C3%25BCl%2520baba";"Gul baba.jpg"
"67";"Gyávaság";"1942";"";"1942.12.29";"https://m.ok.ru/video/6914430863956";"https://www.imdb.com/title/tt0034822/?ref_=nv_sr_srsg_4_tt_7_nm_1_in_0_q_gy%25C3%25A1vas%25C3%25A1g";"Gyavasag.jpg"
"68";"Gyimesi vadvirág";"1938";"82";"1939.01.12";"https://m.ok.ru/video/4631038331476";"https://www.imdb.com/title/tt0148244/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_gyimesi%2520vadvir%25C3%25A1g";"Gyimesi vadvirag.jpg"
"69";"Gyurkovics fiúk";"1940";"89";"1941.08.14";"https://m.ok.ru/video/3565920782866";"https://www.imdb.com/title/tt0032565/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_gyurkovics%2520fi%25C3%25BAk";"Gyurkovics fiuk.jpg"
"70";"Halálos tavasz";"1939";"93";"1939.12.21";"https://m.ok.ru/video/4309623114337";"https://www.imdb.com/title/tt0031400/?ref_=nv_sr_srsg_4_tt_7_nm_0_in_0_q_hal%25C3%25A1los%2520";"Halalos tavasz.jpg"
"72";"A harmincadik";"1942";"91";"1942.10.01";"https://m.ok.ru/video/2599531514454";"https://www.imdb.com/title/tt0034830/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_a%2520harmincadik";"30.jpg"
"73";"Hat hét boldogság";"1939";"76";"1939.11.23";"https://m.ok.ru/video/7342680115796";"https://www.imdb.com/title/tt0136986/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_hat%2520h%25C3%25A9t%2520boldog";"Hat het boldogsag.jpg"
"74";"Havi 200 fix";"1936";"67";"1936.09.10";"https://www.youtube.com/watch?v=RX5G_uMjjWE";"https://www.imdb.com/title/tt0027721/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_havi%2520200";"Havi 200 fix.jpg"
"75";"Hazafelé";"1940";"90";"1940.09.18";"https://videa.hu/videok/film-animacio/hazafele-magyar-jatekfilm-73-perc-film-animacio-2DY1IbP62W6gknCS";"https://www.imdb.com/title/tt0032573/?ref_=nv_sr_srsg_2_tt_8_nm_0_in_0_q_hazafel%25C3%25A9";"Hazafele.jpg"
"76";"Hazajáró lélek";"1940";"88";"1940.10.28";"https://m.ok.ru/video/2599858604630";"https://www.imdb.com/title/tt0032574/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_hazaj%25C3%25A1r%25C3%25B3";"Hazajaro lelek.jpg"
"77";"Háromszázezer pengő az utcán";"1937";"67";"1937.12.02";"https://m.ok.ru/video/79449492066";"https://www.imdb.com/title/tt0028541/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_h%25C3%25A1romsz%25C3%25A1zezer%2520";"300000.jpg"
"78";"Házasság";"1942";"80";"1942.09.16";"https://m.ok.ru/video/3040853232146";"https://www.imdb.com/title/tt0034879/?ref_=nv_sr_srsg_0_tt_3_nm_0_in_0_q_h%25C3%25A1zass%25C3%25A1g%25201942";"Hazassag.jpg"
"79";"Hetenként egyszer láthatom";"1937";"67";"1937.02.25";"https://m.ok.ru/video/2599853820502";"https://www.imdb.com/title/tt0028996/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_hetenk%25C3%25A9nt%2520egyszer%2520";"Hetenkent egyszer lathatom.jpg"
"80";"Hétszilvafa";"1940";"82";"1940.12.05";"https://videa.hu/videok/film-animacio/hetszilvafa-1940-film-animacio-FuFAYY33IEzZ432q";"https://www.imdb.com/title/tt0844007/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_h%25C3%25A9tszilvafa";"Hetszilvafa.jpg"
"81";"Hotel kikelet";"1937";"77";"1937.08.19";"https://m.ok.ru/video/42366536290";"https://www.imdb.com/title/tt0029025/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_hotelkikelet";"Hotel kikelet.jpg"
"82";"A hölgy egy kissé bogaras";"1938";"76";"1938.10.11";"https://videa.hu/videok/film-animacio/a-holgy-egy-kisse-bogaras-mozizoom-T1nZo4KRkI6HTxS1";"https://www.imdb.com/title/tt0137007/?ref_=nv_sr_srsg_0_tt_2_nm_0_in_0_q_a%2520h%25C3%25B6lgy%2520egy%2520kiss%25C3%25A9";"A holgy egy kisse bogaras.jpg"
"83";"A ""28-as""";"1943";"70";"1943.06.30";"https://www.mafab.hu/movies/a-28-as-257219.html";"https://www.imdb.com/title/tt0926184/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_a%2520%252228%2522-as%25201943";"A28-as.jpg"
"84";"Ida regénye";"1934";"76";"1934.03.15";"https://m.ok.ru/video/4401051339290";"https://www.imdb.com/title/tt0025295/?ref_=nv_sr_srsg_1_tt_4_nm_4_in_0_q_ida%2520reg";"Ida regenye.jpg"
"85";"Igen vagy nem?";"1940";"81";"1940.09.26";"https://m.ok.ru/video/1552687827608";"https://www.imdb.com/title/tt0032625/?ref_=nv_sr_srsg_0_tt_5_nm_0_in_0_q_igen%2520vagy%2520nem";"Igen vagy nem.jpg"
"86";"Az iglói diákok";"1934";"89";"1935.02.21";"https://videa.hu/videok/film-animacio/1934.-az-igloi-diakok-film-animacio-CNC9xrOt7il331gi";"https://www.imdb.com/title/tt0026520/?ref_=nv_sr_srsg_1_tt_2_nm_3_in_0_q_az%2520igl%25C3%25B3i%2520d";"Az igloi diakok.jpg"
"87";"Ismeretlen ellenfél";"1940";"80";"1940.12.05";"https://www.mmalexikon.hu/kategoria/film/ismeretlen-ellenfel";"https://www.imdb.com/title/tt0887916/?ref_=nv_sr_srsg_6_tt_4_nm_0_in_0_q_az%2520ismeretlen%2520ellenf%25C3%25A9l";"Ismeretlen ellenfel.jpg"
"88";"Ítél a Balaton";"1932";"56";"1933.03.02";"https://m.ok.ru/video/3960763189809";"https://www.imdb.com/title/tt1601244/?ref_=nv_sr_srsg_1_tt_2_nm_5_in_0_q_%25C3%25ADt%25C3%25A9l%2520a%2520ba";"Itel a Balaton.jpg"
"89";"János vitéz";"1938";"78";"1939.01.26";"https://mediaklikk.hu/retro/video/2026/01/03/retro/janos-vitez";"https://www.imdb.com/title/tt0030306/?ref_=nv_sr_srsg_1_tt_4_nm_0_in_0_q_j%25C3%25A1nos%2520vit%25C3%25A9z";"jv.jpg"
"90";"Jelmezbál";"1942";"91";"1942.08.05";"https://m.ok.ru/video/4078218054228";"https://www.imdb.com/title/tt0168010/?ref_=nv_sr_srsg_0_tt_5_nm_2_in_0_q_jelmezb%25C3%25A1l";"Jelmezbal.jpg"
"91";"Jómadár";"1943";"84";"1943.08.09";"https://m.ok.ru/video/2599859194454";"https://www.imdb.com/title/tt0128287/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_j%25C3%25B3mad%25C3%25A1r";"Jomadar.jpg"
"92";"Kadétszerelem";"1942";"90";"1942.08.08";"https://m.ok.ru/video/3565919013394";"https://www.imdb.com/title/tt0138549/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_kad%25C3%25A9tszerelem";"Kadetszerelem.jpg"
"93";"Kalotaszegi madonna";"1943";"89";"1944.01.26";"https://videa.hu/videok/film-animacio/kalotaszegi-madonna.avi-film-animacio-ohlZ6S9qI7CtmdxL";"https://www.imdb.com/title/tt0036063/?ref_=nv_sr_srsg_0_tt_2_nm_1_in_0_q_kalotaszegi";"Kalotaszegi madonna.jpg"
"94";"Karosszék";"1939";"79";"1939.10.04";"https://www.youtube.com/watch?v=uMHW0I-FucE";"https://www.imdb.com/title/tt0031529/?ref_=nv_sr_srsg_0_tt_6_nm_2_in_0_q_karossz%25C3%25A9k";"Karosszek.jpg"
"95";"Katyi";"1942";"85";"1942.12.17";"https://videa.hu/videok/film-animacio/katy-1942-film-animacio-FhmuAdlhyeHSr4Xm";"https://www.imdb.com/title/tt0034934/?ref_=nv_sr_srsg_0_tt_2_nm_6_in_0_q_katyi";"Katyi.jpg"
"96";"Kádár kontra Kerekes";"1941";"85";"1942.04.20";"https://www.youtube.com/watch?v=whls5poq3Fg";"https://www.imdb.com/title/tt0137898/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_k%25C3%25A1d%25C3%25A1r%2520kontra%2520";"Kadar kontra Kerekes.jpg"
"97";"Kerek Ferkó";"1943";"78";"1943.11.02";"https://m.ok.ru/video/2599860111958";"https://www.imdb.com/title/tt0789780/?ref_=nv_sr_srsg_0_tt_1_nm_1_in_0_q_kerek%2520ferk%25C3%25B3";"Kerek Ferko.jpg"
"98";"Keresztúton";"1942";"89";"1942.11.19";"https://videa.hu/videok/film-animacio/1-keresztuton-1942-tvrp-tvrip-vhsrip-mj3Zjwuz0tuxN5l3";"https://www.imdb.com/title/tt4637586/?ref_=nv_sr_srsg_0_tt_8_nm_0_in_0_q_kereszt%25C3%25BAton";"Keresztuton.jpg"
"99";"A két Bajthay";"1944";"95";"1944.07.20";"https://videa.hu/videok/film-animacio/a-ket-bajthay-mmccv1uobxw.mp4-film-animacio-jvlHfwlpq6hLcAjN";"https://www.imdb.com/title/tt0127635/?ref_=nv_sr_srsg_1_tt_4_nm_0_in_0_q_a%2520k%25C3%25A1t%2520bajthay";"error.jpg"
"100";"Két lány az uccán";"1939";"75";"1939.10.04";"https://m.ok.ru/video/7003579484809";"https://www.imdb.com/title/tt0031544/?ref_=nv_sr_srsg_0_tt_1_nm_0_in_0_q_k%25C3%25A9t%2520l%25C3%25A1ny%2520az%2520ucc%25C3%25A1n";"Ket lany az uccan.jpg"
"101";"Kétezerpengős férfi";"1942";"78";"1942.06.25";"https://m.ok.ru/video/1499621820946";"https://www.imdb.com/title/tt1333038/?ref_=fn_t_1";"Ketezerpengos ferfi.jpg"
